WARNING: Logging before InitGoogle() is written to STDERR
W0000 00:00:1787879824.063856       1 override_grpc_credentials_real.cc:57] Registering MLPathways gRPC credentials override 'grpc_insecure_override'
I0000 00:00:1787879824.066147       1 pipe_transport_registry.cc:30] Registering pipe transport grpc
I0828 01:17:04.084435       1 b295d63588a.cc:788] Linux version 6.12.85+ (builder@535ef2dedada) (Chromium OS 17.0_pre498229-r33 clang version 17.0.0 (/mnt/host/source/src/third_party/llvm-project 14f0776550b5a49e1c42f49a00213f7f3fa047bf), LLD 17.0.0) #1 SMP Mon May 11 07:53:24 UTC 2026
I0828 01:17:04.084689       1 b295d63588a.cc:872] Process id 1
I0828 01:17:04.084705       1 b295d63588a.cc:878] Current working directory /
I0828 01:17:04.084707       1 b295d63588a.cc:881] Current timezone is UTC (currently UTC +00:00)
I0828 01:17:04.084717       1 b295d63588a.cc:886] Built on Jul 30 2026 03:19:54 (1785406794)
I0828 01:17:04.084718       1 b295d63588a.cc:887]  at rbex-enqueue-targets@jgik3.prod.google.com:/google/src/cloud/buildrabbit-username/buildrabbit-client/g3     
I0828 01:17:04.084720       1 b295d63588a.cc:888]  as 
I0828 01:17:04.084722       1 b295d63588a.cc:889]  for gcc-4.X.Y-crosstool-v18-llvm-grtev4-k8.k8
I0828 01:17:04.084729       1 b295d63588a.cc:892]  from changelist 956357083 with baseline 956357083 in a mint client based on __ar56t/g3     
I0828 01:17:04.084735       1 b295d63588a.cc:896] Build label: cloud_pathways.runtime_20260730_0_RC00
I0828 01:17:04.084742       1 b295d63588a.cc:898] Build tool: Bazel, release r4rca-2026.07.27-2 (mainline @954306043)
I0828 01:17:04.084743       1 b295d63588a.cc:899] Build target: 
I0828 01:17:04.084749       1 b295d63588a.cc:907] Command line arguments:
I0828 01:17:04.084751       1 b295d63588a.cc:909] argv[0]: '/usr/pathways/run/cloud_pathways_server_sanitized'
I0828 01:17:04.084754       1 b295d63588a.cc:909] argv[1]: '--server_port=29000'
I0828 01:17:04.084756       1 b295d63588a.cc:909] argv[2]: '--resource_manager_address=canon-p57-fl-zero-f45w10-96544812-pathways-head-0-0.canon-p57-fl-zero-f45w10-96544812:29001'
I0828 01:17:04.084758       1 b295d63588a.cc:909] argv[3]: '--node_type=worker'
I0828 01:17:04.084760       1 b295d63588a.cc:909] argv[4]: '--instance_type=tpuv5:4x4x4'
I0828 01:17:04.084919       1 init.cc:78] Remote crash gathering hook installed.
I0828 01:17:04.084959       1 tpu_runtime_type_flags.cc:78] --tpu_use_tfrt not specified. Using default value: true
I0828 01:17:04.085358       1 host_command_handler_factory.cc:31] Skipping registration of host command handler for opcode Log because it is not in the allowlist.
I0828 01:17:04.085537       1 tpu_hal.cc:467] Registered plugin from module: megascale_sync_flag_logger
I0828 01:17:04.088010       1 tpu_hal.cc:467] Registered plugin from module: RuntimeMetricHelper
I0828 01:17:04.102875       1 logger.cc:308] Enabling threaded logging for severity WARNING
I0828 01:17:04.102919       1 tpu_hal.cc:467] Registered plugin from module: sdc_checker_callback
I0828 01:17:04.103130       1 mlock.cc:220] mlock()-ed 4096 bytes for BuildID, using 1 syscalls.
I0828 01:17:04.103351       1 cloud_config_util.cc:53] STARTUP: argv[0]: /usr/pathways/run/cloud_pathways_server_sanitized$
I0828 01:17:04.103358       1 cloud_config_util.cc:57] STARTUP: env: PATH=/bin$
I0828 01:17:04.103360       1 cloud_config_util.cc:57] STARTUP: env: HOSTNAME=gke-tpu-3a97861b-wpzw$
I0828 01:17:04.103361       1 cloud_config_util.cc:57] STARTUP: env: LD_LIBRARY_PATH=/usr/grte/v5/lib64/:/usr/pathways/run/$
I0828 01:17:04.103362       1 cloud_config_util.cc:57] STARTUP: env: PATHWAYS_UNSAFE_UNSAFE_OVERRIDE_GRPC_CREDENTIALS=grpc_insecure_override$
I0828 01:17:04.103363       1 cloud_config_util.cc:57] STARTUP: env: TPU_STDERR_LOG_LEVEL=0$
I0828 01:17:04.103364       1 cloud_config_util.cc:57] STARTUP: env: ALT=false$
I0828 01:17:04.103365       1 cloud_config_util.cc:57] STARTUP: env: TPU_TOPOLOGY_ALT=false$
I0828 01:17:04.103366       1 cloud_config_util.cc:57] STARTUP: env: TPU_TOPOLOGY=4x4x4$
I0828 01:17:04.103367       1 cloud_config_util.cc:57] STARTUP: env: TPU_RUNTIME_METRICS_PORTS=8431,8432,8433,8434$
I0828 01:17:04.103368       1 cloud_config_util.cc:57] STARTUP: env: TPU_SKIP_MDS_QUERY=true$
I0828 01:17:04.103369       1 cloud_config_util.cc:57] STARTUP: env: TPU_HOST_BOUNDS=2,2,4$
I0828 01:17:04.103370       1 cloud_config_util.cc:57] STARTUP: env: HOST_BOUNDS=2,2,4$
I0828 01:17:04.103371       1 cloud_config_util.cc:57] STARTUP: env: WRAP=true,true,true$
I0828 01:17:04.103372       1 cloud_config_util.cc:57] STARTUP: env: TPU_CHIPS_PER_HOST_BOUNDS=2,2,1$
I0828 01:17:04.103373       1 cloud_config_util.cc:57] STARTUP: env: CHIPS_PER_HOST_BOUNDS=2,2,1$
I0828 01:17:04.103375       1 cloud_config_util.cc:57] STARTUP: env: TPU_TOPOLOGY_WRAP=true,true,true$
I0828 01:17:04.103376       1 cloud_config_util.cc:57] STARTUP: env: ENABLE_ICI_RESILIENCY=true$
I0828 01:17:04.103377       1 cloud_config_util.cc:57] STARTUP: env: VBAR_CONTROL_SERVICE_URL=unix:///var/run/tpu-plugin/vbar.sock$
I0828 01:17:04.103379       1 cloud_config_util.cc:57] STARTUP: env: TPU_ACCELERATOR_TYPE=v5p-128$
I0828 01:17:04.103380       1 cloud_config_util.cc:57] STARTUP: env: TF_CPP_MIN_LOG_LEVEL=0$
I0828 01:17:04.103381       1 cloud_config_util.cc:57] STARTUP: env: JOBSET_NAME=canon-p57-fl-zero-f45w10-96544812$
I0828 01:17:04.103383       1 cloud_config_util.cc:57] STARTUP: env: XLA_PYTHON_CLIENT_MEM_FRACTION=0.9$
I0828 01:17:04.103384       1 cloud_config_util.cc:57] STARTUP: env: TPU_WORKER_ID=12$
I0828 01:17:04.103385       1 cloud_config_util.cc:57] STARTUP: env: REPLICATED_JOB_NAME=pathways-worker$
I0828 01:17:04.103386       1 cloud_config_util.cc:57] STARTUP: env: MEGASCALE_COORDINATOR_ADDRESS=$
I0828 01:17:04.103388       1 cloud_config_util.cc:57] STARTUP: env: MEGASCALE_GRPC_ENABLE_XOR_TRACER=false$
I0828 01:17:04.103389       1 cloud_config_util.cc:57] STARTUP: env: MEGASCALE_SLICE_ID=0$
I0828 01:17:04.103390       1 cloud_config_util.cc:57] STARTUP: env: JOB_COMPLETION_INDEX=12$
I0828 01:17:04.103391       1 cloud_config_util.cc:57] STARTUP: env: TPU_WORKER_HOSTNAMES=canon-p57-fl-zero-f45w10-96544812-pathways-worker-0-0.canon-p57-fl-zero-f45w10-96544812,canon-p57-fl-zero-f45w10-96544812-pathways-worker-0-1.canon-p57-fl-zero-f45w10-96544812,canon-p57-fl-zero-f45w10-96544812-pathways-worker-0-2.canon-p57-fl-zero-f45w10-96544812,canon-p57-fl-zero-f45w10-96544812-pathways-worker-0-3.canon-p57-fl-zero-f45w10-96544812,canon-p57-fl-zero-f45w10-96544812-pathways-worker-0-4.canon-p57-fl-zero-f45w10-96544812,canon-p57-fl-zero-f45w10-96544812-pathways-worker-0-5.canon-p57-fl-zero-f45w10-96544812,canon-p57-fl-zero-f45w10-96544812-pathways-worker-0-6.canon-p57-fl-zero-f45w10-96544812,canon-p57-fl-zero-f45w10-96544812-pathways-worker-0-7.canon-p57-fl-zero-f45w10-96544812,canon-p57-fl-zero-f45w10-96544812-pathways-worker-0-8.canon-p57-fl-zero-f45w10-96544812,canon-p57-fl-zero-f45w10-96544812-pathways-worker-0-9.canon-p57-fl-zero-f45w10-96544812,canon-p57-fl-zero-f45w10-96544812-pathways-worker-0-10.canon-p57-fl-zero-f45w10-96544812,canon-p57-fl-zero-f45w10-96544812-pathways-worker-0-11.canon-p57-fl-zero-f45w10-96544812,canon-p57-fl-zero-f45w10-96544812-pathways-worker-0-12.canon-p57-fl-zero-f45w10-96544812,canon-p57-fl-zero-f45w10-96544812-pathways-worker-0-13.canon-p57-fl-zero-f45w10-96544812,canon-p57-fl-zero-f45w10-96544812-pathways-worker-0-14.canon-p57-fl-zero-f45w10-96544812,canon-p57-fl-zero-f45w10-96544812-pathways-worker-0-15.canon-p57-fl-zero-f45w10-96544812$
I0828 01:17:04.103393       1 cloud_config_util.cc:57] STARTUP: env: PATHWAYS_HEAD=canon-p57-fl-zero-f45w10-96544812-pathways-head-0-0.canon-p57-fl-zero-f45w10-96544812$
I0828 01:17:04.103395       1 cloud_config_util.cc:57] STARTUP: env: TPU_MIN_LOG_LEVEL=0$
I0828 01:17:04.103396       1 cloud_config_util.cc:57] STARTUP: env: XCLOUD_ENVIRONMENT=GCP$
I0828 01:17:04.103398       1 cloud_config_util.cc:57] STARTUP: env: MEGASCALE_NUM_SLICES=1$
I0828 01:17:04.103399       1 cloud_config_util.cc:57] STARTUP: env: XLA_PYTHON_CLIENT_PREALLOCATE=true$
I0828 01:17:04.103401       1 cloud_config_util.cc:57] STARTUP: env: ENABLE_PATHWAYS_PERSISTENCE=1$
I0828 01:17:04.103403       1 cloud_config_util.cc:57] STARTUP: env: KUBERNETES_PORT_443_TCP=tcp://34.118.224.1:443$
I0828 01:17:04.103404       1 cloud_config_util.cc:57] STARTUP: env: KUBERNETES_PORT_443_TCP_PROTO=tcp$
